,한국per,한국pbr,코스피per,코스피pbr,코스닥per,코스닥pbr,고객예탁금조,CMA잔고조,국내주식형펀드조,해외주식현펀드조,코스피신용조,코스닥신용조,코스피기관수급조,코스피외국인수급조,코스피개인수급조,코스닥기관수급조,코스닥외국인수급조,코스닥개인수급조,한국수정일드갭,미국수정일드갭,비트코인과거보정,S&P500지수,상해종합주가,니케이지수,월간수출액백만불,월간수입액백만불,월간선박수출액,월간핸드폰수출액,월간기계수출액,월간석유화학수출액,월간철강수출액,월간반도체수출액,월간자동차수출액,월간자동차부품수출액,월간석유제품수출액,월간화장품수출액,월간중국향수출액,월간중국향수입액,월간미국향수출액,월간미국향수입액,외환보유액,가계부채,정부부채,신규주택허가,신규주택착공,아파트미분양전국,미국경기선행지수,중국경기선행지수,유가WTI,천연가스,금,은,구리,옥수수,대두,필라델피아반도체지수,USD/CNY환율,USB/KRW환율,JPY/KRW환율,한국기준금리,미국기준금리,일본기준금리,중국기준금리,한국국채10년물,미국국채10년물,한국국채1년물,미국국채1년물,본원통화조,M1조,M2조,한국신용스프레드,미국신용스프레드
Jan-15,14.04,1.15,13.09,1.09,31,1.87,16.4,46.9,64.6,15.7,2.64,2.85,-0.67,-1.04,1.71,0.4,-0.08,-0.32,7.1,5.3,218.5,1995,3210,17674,45105,39283,4382,2297,3850,3262,2756,5263,3824,2262,2756,231,12084,8143,5562,3625,3622,1138,741,13.8,7.2,36985,100.8,100,48.2,2.7,1278.5,17.2,5505,370,961,653,6.25,1101.4,9.21,2,0.1,0,5.6,2.2,1.6,2,0.1,110,579,2096,0.3,2.81
Feb-15,14.38,1.17,13.34,1.11,33,1.98,16.7,47.6,64.8,15.8,2.72,3.09,0.053,1.33,-1.86,0.07,-0.04,-0.03,7,4.5,254.1,2104.5,3310,18798,41472,33998,5306,2090,3464,2901,2512,4760,3261,1963,2272,174,9928,6981,5021,2998,3624,1138,741,906,7.6,33813,100.7,100.1,49.8,2.7,1212.6,16.5,5880.5,384.4,1030.6,714.7,6.27,1100.53,9.21,2,0.1,0,5.6,2.4,2,2,0.2,117,602,2120,0.26,2.52
Mar-15,14.84,1.22,13.73,1.15,34.6,2.07,18.4,47.5,62.4,16.4,2.99,3.46,-2.84,2.86,-0.02,-0.25,-0.09,0.34,7.4,4.8,244.1,2067.9,3748,19207,46823,38486,3629,2331,4179,3328,2704,5389,4227,2372,3082,275,11868,7227,6795,4056,3628,1138,741,906,7.2,28897,100.6,100.2,47.6,2.6,1183.1,16.6,6050.5,376.2,973.2,695.5,6.2,1107.99,9.2,1.8,0,0,5.4,2.2,1.9,1.7,0.2,123,605,2128,0.27,2.59
Apr-15,15.51,1.27,14.31,1.2,36.8,2.18,21.2,49.5,60.1,16.8,3.52,3.94,-3.58,4.62,-1.04,-0.52,-0.31,0.83,7,4.7,235.8,2085.5,4442,19520,46222,37859,2831,2507,4457,3449,2827,5162,4294,2493,2569,263,11766,7648,6205,3842,3699,1138,741,14.7,13.2,28093,100.5,100.4,59.6,2.8,1182.4,16.1,6245,362.4,978..4,686.3,6.2,1076.34,8.97,1.8,0.1,0,5.4,2.4,2,1.8,0.2,123,612,2146,0.24,2.62
May-15,15.49,1.2,14.21,1.13,38.2,2.05,21,50.3,58.8,16.9,3.7,3.97,-1.94,1.66,0.28,0.19,0.25,-0.43,7.3,4.6,229.8,2107.4,4612,20563,42327,36040,2293,3021,3804,3063,2399,5111,3674,2168,2808,212,10927,6993,5624,3529,2715,1138,741,15.8,13.8,28142,100.4,100.5,60.3,2.6,1189.4,16.7,6088.5,351.4,934,745.4,6.2,1112.01,8.95,1.8,0.1,0,5.1,2.3,2.1,1.7,0.3,117,628,2176,0.26,2.69
Jun-15,15.35,1.19,13.94,1.1,40.4,2.26,21.7,49.2,59.2,17.3,3.7,3.91,-0.39,-1.05,1.44,0.81,-0.03,-0.78,7.1,4.6,264.1,2063.1,4277,20236,46555,36598,3951,2424,4022,3433,2941,5306,4266,2254,3134,232,11349,7399,6504,3824,3747,1138,741,14.7,13.1,34068,100.3,100.5,59.5,2.8,1171.5,15.6,5721,414,1056.2,680.5,6.2,1119.03,9.17,1.5,0.1,0,4.9,2.5,2.3,1.6,0.3,126,648,2192,0.21,2.88
Jul-15,15.6,1.16,13.69,1.08,39.6,2.24,20.8,48.3,60.3,17.4,3.79,4.01,-0.9,-1.8,2.7,0.25,-0.14,-0.11,7,4.5,283.7,2103.8,3664,20585,45695,38647,3456,2115,4111,3472,2662,5137,3931,2439,3043,237,11180,7626,6185,4098,3708,1138,741,16,15.7,33177,100.1,100.4,47.1,2.7,1094.9,14.7,5220,371,980.6,646.3,6.21,1165.67,9.39,1.5,0.1,0,4.9,2.4,2.2,1.6,0.3,115,644,2197,0.24,2.93
Aug-15,14.4,1.12,13.08,1.04,38,2.13,20.9,49.8,62.2,17.6,3.17,3.26,3,-4.11,1.1,0.15,-0.18,0.03,7.6,4.7,229.5,1972.2,3206,18890,39107,34772,1712,2586,3228,3027,2221,5452,2672,1821,2753,202,10884,7159,5059,3826,3679,1138,741,23,12.2,31698,100,100.3,49.2,2.7,1131.6,14.6,5095,363.6,897.4,611,6.38,1181.82,9.7,1.5,0.1,0,4.6,2.3,2.2,1.6,0.4,127,655,2218,0.26,3.05
Sep-15,14.59,1.14,13.28,1.06,37.8,2.11,22,50.2,63,17.7,3.2,3.44,1.95,-1.77,-0.19,-0.56,-0.17,0.73,7.6,5,235.9,1920,3053,17388,43432,34541,2599,3336,3556,3070,2356,5885,3151,2203,2707,238,12045,7585,5464,3278,3681,1138,741,16.7,13.2,32524,99.8,100.2,45.1,2.5,1115.5,14.5,5093,387.6,892,602.7,6.36,1184.44,9.97,1.5,0.1,0,4.6,2.1,2,1.5,0.3,131,680,2221,0.33,3.22
Oct-15,15.18,1.18,13.38,1.1,38.4,2.13,21.1,46.8,63.3,17.9,3.25,3.56,1.02,0.11,-1.13,-0.49,-0.09,0.58,7,4.3,311.2,2079.4,3383,19083,43352,36763,1718,3976,3705,2955,2208,5499,3783,2385,2324,277,12493,8388,6011,3998,3696,1138,741,17.8,11,32221,99.6,100,46.6,2.3,1141.5,15.6,5135.5,382.2,883.6,662.5,6.32,1140.16,9.44,1.5,0.1,0,4.4,2.1,2.1,1.6,0.3,127,678,2240,0.35,3.04
Nov-15,15.01,1.16,13.63,1.08,39.6,2.17,20.8,51,62.5,17.8,3.21,3.56,0.51,-1.95,1.43,-0.31,0.24,0.07,7,4,378,2080.4,3445,19747,44285,34050,5636,3343,3239,2732,2233,5190,3890,2151,2351,300,11611,7856,5520,3358,3685,1138,741,17.2,18.1,49724,99.5,100,41.7,2.2,1065.8,14.1,4595.5,365,881,677,6.4,1159.61,9.37,1.5,0.1,0,4.4,2.3,2.2,1.7,0.5,126,681,2239,0.38,2.95
Dec-15,14.85,1.14,13.44,1.06,40,2.17,20.9,52.3,63.5,17.8,3.04,3.49,2.84,-3.3,0.45,0.02,0.29,-0.31,7.2,4,430,2043.9,3539,19034,42380,35462,2593,2561,3918,3099,2382,4791,4264,2296,2203,290,10990,7244,5882,3592,3680,1138,741,16.1,16,61512,99.3,99.9,37,2.3,1060.3,13.8,4702,358.6,871.2,663.5,6.49,1174.95,9.72,1.5,0.4,0,4.4,2.1,2.3,1.6,0.6,131,708,2247,0.45,3.11
Jan-16,13.34,1.12,11.98,1.03,38.65,2.18,20.4,51,54.4,19.7,3.12,3.56,3.14,-2.97,-0.17,-0.49,0.16,0.33,7.2,5.2,369.8,1940.2,2738,17518,36499,31322,2667,2166,3282,2612,2143,4529,2964,1957,1653,239,9481,6896,5041,3328,3673,1270,753,18.5,11.4,60737,99.2,99.8,33.6,2.3,1116.4,14.2,4541.5,372,882.2,613.2,6.58,1207.11,10.17,1.5,0.4,0,4.4,2,1.9,1.6,0.5,129,698,2272,0.47,3.47
Feb-16,13.29,1.12,12.01,1.04,37.12,2.09,20.7,51.5,65.3,18.1,2.94,3.44,1.46,0.27,-1.73,-0.64,-0.3,0.94,7.3,5.3,436.2,1932.2,2688,16027,36079,29112,2688,2258,3542,2672,2068,4151,2944,1916,1679,222,8642,6029,5223,3058,3658,1270,753,12.2,6.9,55103,99.2,99.7,33.8,1.7,1233.9,14.9,4705,353.4,853,622.1,6.55,1237.24,1.86,1.5,0.4,0,4.4,1.8,1.7,1.5,0.6,134,712,2286,0.49,3.45
Mar-16,13.88,1.17,12.52,1.08,39.42,2.21,21.4,49.6,63.6,18.4,3.13,3.71,-2.93,3.42,-0.49,-0.55,0.29,0.26,7.2,4.9,415.7,2059.7,3004,16759,43008,33283,2593,2835,3834,2996,2915,5287,3915,2275,1887,396,10421,7299,6545,3794,3698,1270,753,12.3,8.9,53845,99.1,99.7,38.3,2,1234.2,15.5,4855.5,351.4,910.6,676.9,6.45,1143.97,10.26,1.5,0.4,0,4.4,1.8,1.8,1.5,0.6,135,723,2296,0.49,3.01
Apr-16,13.92,1.17,12.49,1.08,40.58,2.25,22.9,51.1,61.5,18.4,3.28,3.89,-1.89,1.96,-0.07,-0.48,0.14,0.34,7.4,4.7,448.5,2065.3,2938,16666,41086,32301,3514,2504,3687,2944,2349,4551,3448,2128,2407,361,9613,7101,5824,3305,3725,1270,753,16.2,12.7,53816,99.1,99.7,45.9,2.2,1289.2,17.8,5045,390.2,1021,645.3,6.47,1143.83,10.58,1.5,0.4,0,4.4,1.8,1.8,1.5,0.6,133,716,2295,0.46,2.72
May-16,13.86,1.1,12.43,1.01,40.58,2.12,21.5,52,60.7,18.3,3.21,3.88,-1.2,0.18,1.02,0.25,-0.08,-0.17,7.7,4.5,528.9,2097,2917,17235,39741,32845,1914,2586,3775,3012,2197,4889,3357,2111,2169,339,9929,7058,5669,3888,3709,1270,753,15.6,14.5,55456,99.1,99.6,49.1,2.3,1214.8,16,4700,404.6,1078.4,699.4,6.58,1188.39,10.73,1.5,0.4,0,4.4,1.8,1.9,1.5,0.7,136,723,2317,0.45,2.66
Jun-16,13.78,1.08,12.38,1,39.81,2.07,23.9,51.7,60.3,18.1,3.11,3.68,0.25,0.79,-1.04,-0.42,0,0.42,8.3,5,670,2098.9,2930,15576,45183,33797,5149,2389,3808,3068,2872,5280,3749,2245,2304,361,10183,7216,6053,3834,3699,1270,753,16.2,13.3,59999,99.1,99.7,48.3,2.9,1318.4,18.6,4827,358.6,1175,691.7,6.65,1150.99,11.32,1.3,0.5,0,4.4,1.5,1.5,1.3,0.4,138,744,2338,0.44,2.74
Jul-16,14.15,1.12,12.7,1.03,41.15,2.16,22.7,52.2,59,17.8,3.34,4.2,-3.37,3.98,-0.61,-0.53,0.21,0.32,8.4,4.7,621.9,2173.6,2979,16569,40990,33393,1977,2028,3944,3040,2364,5003,3359,2180,2675,337,10134,7006,5291,3453,3714,1270,753,17.3,12.8,63127,99.1,99.7,41.6,2.9,1349,20.3,4853,334.4,1032.4,766.8,6.64,1110.89,10.74,1.3,0.5,0,4.4,1.4,1.4,1.3,0.5,134,735,2363,0.43,2.52
Aug-16,14.16,1.12,12.84,1.04,38.85,2.04,21.7,52.1,56.9,17.6,3.35,4.34,-1.33,1.08,0.25,-0.89,0.09,0.8,8.4,4.4,573.9,2171,3085,16887,40123,35013,3243,2354,3253,3154,2324,5588,2262,1869,2080,363,10304,7376,4819,3642,3755,1270,753,16.6,12.9,62562,99.1,99.8,44.7,2.9,1306.9,18.6,4602.5,301.4,960,801.5,6.68,1115.29,10.86,1.3,0.5,0,4.4,1.5,1.6,1.3,0.6,137,747,2381,0.39,2.34
Sep-16,14.29,1.08,12.9,1,40.78,2.04,21.9,51.6,55.9,17.4,3.37,4.34,-1.98,1.08,0.9,-0.41,0.39,0.02,8.7,4.5,608.1,2168.3,3005,16450,40850,33950,2238,2403,3518,3060,2252,5702,2388,2297,2383,417,10953,7233,5132,3416,3778,1270,753,15.1,11.5,60700,99.2,99.9,48.2,2.9,1313.3,19.1,4832,336.6,954,835.6,6.67,1100.91,10.84,1.3,0.5,-0.1,4.4,1.4,1.6,1.3,0.6,144,749,2380,0.42,2.43
Oct-16,13.96,1.06,12.69,0.99,37.69,1.9,23.2,51.6,54.8,17.3,3.25,4.15,0.46,0.4,-0.86,-0.41,-0.11,0.52,8.6,4.5,698.7,2126,3104,17425,41950,34790,2554,2859,3550,2959,2187,5592,3315,2215,2292,396,11088,7709,5402,3557,3752,1270,753,11.6,11.4,57709,99.2,100.1,46.9,3,1271.5,17.8,4827.5,354.6,1002.2,823.5,6.77,1141.73,10.94,1.3,0.5,-0.1,4.4,1.7,1.8,1.4,0.7,138,758,2393,0.42,2.42
Nov-16,15.31,1.04,13.92,0.98,43.72,1.81,22,52,56.9,17.8,2.98,3.78,1.84,-0.36,-1.48,0.14,-0.13,-0.01,8.4,3.6,742.5,2198.8,3250,18308,45317,37216,3516,2746,3886,3282,2473,5794,3933,2205,2375,375,11633,8106,5723,3753,3720,1270,753,14.6,11.8,57582,99.4,100.2,49.4,3.4,1170.8,16.4,5740,336.6,1032.2,879.5,6.88,1176.39,10.39,1.3,0.5,-0.1,4.4,2.1,2.4,1.6,0.8,140,767,2404,0.44,2.45
Dec-16,15.95,1.07,14.46,1,44.67,1.88,22.3,50.5,55.9,17.8,2.93,3.85,0.35,1.01,-1.36,-0.06,0.33,-0.27,8.6,3.5,963.4,2238.8,3102,19145,45081,38292,2216,2537,4077,3366,2391,5862,4522,2168,2569,388,12053,7952,5741,4188,3711,1270,753,15.6,15.3,56413,99.5,100.3,53.7,3.7,1150,15.9,5501,352,996.4,906.5,6.94,1206.25,10.32,1.3,0.5,-0.1,4.4,2.1,2.4,1.6,0.8,143,796,2407,0.49,2.34
Jan-17,15.22,1.08,13.83,1.02,44,1.85,21.3,53.7,54.7,17.6,3.07,4.06,-1.96,1.64,0.32,-0.61,-0.15,0.76,8.7,3.8,965.5,2278.9,3159,19041,40313,37502,2188,1797,3478,3547,2317,6315,2855,1956,2779,301,10755,7962,4940,3969,3740,1370,764,15.8,11.9,59313,99.7,100.5,52.8,3.1,1208.6,17.5,5921,359.6,1024.4,944.3,6.88,1150.65,10.18,1.3,0.8,-0.1,4.4,2.2,2.5,1.5,0.8,149,781,2402,0.47,2.29
Feb-17,15.43,1.09,14.14,1.03,38.63,1.85,22.7,54.3,53.9,17.5,3.1,3.98,0.68,0.31,-0.99,-0.5,0.13,0.36,9,3.5,1189.3,2363.6,3229,19119,43200,36000,1898,1787,3817,3822,2943,6397,3281,2053,2910,405,11118,6601,5312,3754,3739,1370,764,12.4,8,61063,99.8,100.6,54,2.8,1252.6,18.4,5936,366.6,1025,969.4,6.87,1136.39,10.04,1.3,0.8,-0.1,4.4,2.2,2.4,1.5,0.8,147,785,2427,0.47,2.14
Mar-17,16.14,1.13,14.84,1.07,39.8,1.85,22.1,52.8,51.9,17.3,3.29,3.96,-3.66,3.53,0.13,-0.45,0.06,0.39,8.7,3.6,1079.1,2362.7,3210,19063,48900,42300,2890,2086,4459,4057,2610,7494,4117,2185,3006,445,11656,8825,6201,4412,3753,1370,764,12.6,9.1,61679,99.9,100.7,50.6,3.2,1247.3,18.2,5849,364.2,946,1011.4,6.88,1116.65,10.03,1.3,0.8,-0.1,4.4,2.2,2.4,1.5,1,153,794,2438,0.52,2.23
Apr-17,14.48,1.12,13.23,1.06,39.42,1.83,23.9,54.4,51.2,17.3,3.24,4.01,-0.22,0.76,-0.54,0.3,0.32,-0.61,8.6,3.6,1351.9,2384.2,3152,19252,51000,37800,7123,2184,4231,3688,3116,7138,3884,1905,2499,350,10590,7913,6036,4390,3766,1370,764,13.6,11.5,60313,99.9,100.8,49.3,3.3,1266.1,17.2,5688.5,358,945.2,1005.5,6.89,1136.87,10.12,1.3,1,-0.1,4.4,2.2,2.3,1.5,1.1,148,793,2446,0.53,2.18
May-17,15.09,1.18,13.91,1.12,35.67,1.91,24.2,53.2,51.1,17.4,3.65,4.16,0.22,1.32,-1.54,-0.46,0.53,-0.07,8,3.6,2303.3,2411.8,3110,19678,45000,39000,2442,1626,3903,3411,2979,7508,3508,1845,2781,355,10653,8092,5524,4703,3785,1370,764,13.6,10.3,56859,99.9,100.8,48.3,3.1,1272,17.4,5615.5,372,916,1091.4,6.81,1118.65,10.07,1.3,1,-0.1,4.4,2.2,2.2,1.5,1.2,146,791,2450,0.53,2.1
Jun-17,15.5,1.21,14.34,1.15,36.67,1.96,24.5,52.1,51.7,17.3,4.16,4.39,-3.31,1.67,1.64,-0.36,0.2,0.17,8,3.4,2480.6,2423.4,3192,20033,51400,40000,7372,1521,4294,3531,2902,8027,3836,1961,2416,418,10675,8352,5981,4806,3806,1370,764,15.2,10.3,57108,99.9,100.9,46,3,1240.7,16.6,5907.5,370.4,942.2,1034.9,6.78,1144.43,10.18,1.3,1.3,-1,4.4,2.2,2.3,1.5,1.2,150,816,2464,0.54,2.02
Jul-17,13.8,1.21,12.74,1.15,32.73,1.92,26.9,53.8,52.3,17.5,4.16,4.45,1.78,-0.53,-1.25,-0.68,0.13,0.55,8.6,3.3,2883.3,2470.3,3253,19960,48800,38600,6090,1472,3979,3452,2613,7892,3644,1887,2722,362,10791,7769,5661,4083,3838,1370,764,16.4,12,54282,100,100.9,50.2,2.8,1266.6,16.8,6381,370.6,994.4,1085.2,6.72,1118.4,10.01,1.3,1.3,-0.1,4.4,2.2,2.3,1.4,1.2,151,797,2470,0.53,1.97
Aug-17,13.77,1.2,12.63,1.13,33.94,1.96,23.7,54.1,52.7,17.3,4.02,4.29,1.71,-1.89,0.18,-0.25,0.28,-0.02,8.5,3.4,4735.1,2471.7,3385,19358,47120,40100,2427,1805,3682,3716,2634,8757,2837,1865,2882,412,11912,8117,5953,4544,3848,1370,764,13.2,9.9,53130,100,100.9,47.2,3,1316.2,17.5,6818,342.2,936.2,1114.3,6.59,1123.85,10.42,1.3,1.3,-0.1,4.4,2.3,2.1,1.5,1.2,155,801,2484,0.55,2.01
Sep-17,13.82,1.15,12.89,1.1,28.38,1.79,24.4,54.1,54,17.5,4.02,4.29,1.36,-1.61,0.25,-0.42,0.49,-0.07,8.5,3,4360.6,2519.4,3349,20356,55100,41400,3124,2018,4326,4335,4654,9688,3819,2146,3652,527,13541,8443,6598,4078,3847,1370,764,13.6,11.4,54420,100.1,100.9,51.7,3,1281.5,16.6,6530,355.2,968.2,1171.7,6.65,1144.29,10.2,1.3,1.3,-1,4.4,2.4,2.3,1.5,1.3,162,837,2510,0.54,1.88
Oct-17,13.44,1.23,12.33,1.16,33.19,2.07,24.3,52.9,54.5,18.1,4.31,4.47,-3.25,2.85,0.41,-0.64,0.22,0.42,7.5,2.8,6451.2,2575.3,3393,22012,44980,37650,3291,2024,3287,3141,2284,9483,2885,1572,2591,405,12580,7932,4727,3448,3845,1370,764,16.4,11.4,55707,100.2,100.8,54.4,2.9,1267,16.6,6830,345.6,973.6,1275.6,6.63,1117.42,9.94,1.3,1.3,-0.1,4.4,2.6,2.4,1.8,1.4,157,818,2503,0.56,1.78
Nov-17,13.54,1.24,12.27,1.15,33.88,2.33,26.1,34.1,54.7,18.6,4.76,5.27,-0.6,0.03,0.56,1.1,0.44,-1.53,7.8,2.4,9946.8,2647.6,3317,22725,49670,41830,804,2155,4637,3884,2576,9573,4053,1964,3415,500,14001,9253,6382,4195,3873,1370,764,13.6,8.8,56647,100.3,100.7,57.4,3,1273.2,16.4,6790,34106,985.6,1272.6,6.61,1087.13,9.67,1.3,1.3,-0.1,4.4,2.5,2.4,1.8,1.6,155,821,2523,0.56,1.72
Dec-17,13.45,1.2,12.13,1.11,34.2,2.27,26.9,34.1,58.9,18.8,4.49,5.38,4.83,-1.75,3.08,1.2,0.41,-1.6,7.3,2.3,13850.4,2673.6,3296,22784,48417,45918,2534,1624,4516,4104,2585,9664,2972,1794,3383,478,13848,8600,5296,4367,3893,1370,764,14.9,13.3,57330,100.4,100.6,60.4,3,1306.3,17.1,7190,350.6,951.6,1253.1,6.51,1066.37,9.49,1.5,1.3,-0.1,4.4,2.5,2.4,1.9,1.7,156,850,2530,0.54,1.62
Jan-18,13.5,1.27,11.95,1.15,39.26,2.6,30.7,55.3,62.1,19.5,4.8,6.48,-0.63,1.96,-1.33,-1,0.13,0.87,7,2.3,10265,2823.8,3481,23098,49210,45490,2445,1615,4423,4204,2713,9681,3234,1825,3644,458,13381,9157,5160,4931,3958,1447,809,16.5,11.8,59104,100.6,100.4,64.7,3,1339,17.2,7139.5,361.4,995.6,1361.5,6.28,1069.08,9.85,1.5,1.5,-0.1,4.4,2.8,2.7,1.9,1.9,158,829,2555,0.54,1.47
Feb-18,12.59,1.2,11.07,1.08,38.15,2.53,26.9,51.8,60.9,19.8,5.32,5.92,-0.93,-1.56,2.49,0.56,-1.26,0.7,7.6,2.4,10333.9,2713.8,3259,22068,44880,41570,2462,1170,3686,4069,2644,9004,2806,1688,3322,384,11523,7598,4683,4528,3948,1447,809,12.9,8.2,60903,100.7,100.2,61.6,2.7,1315.5,16.3,6988,374,1045,1362,6.33,1084.21,9.97,1.5,1.5,-0.1,4.4,2.7,2.9,1.8,2.1,166,840,2569,0.55,1.61
Mar-18,12.42,1.22,10.89,1.1,41.07,2.52,27,53.1,61.4,19.9,5.41,5.93,0.16,-0.75,0.59,0.5,0.26,-0.76,7.6,2.6,6938.2,2640.9,3169,21454,51580,44720,1993,1576,4723,4082,2768,10804,3753,1941,3055,609,13577,8413,6079,5207,3968,1447,809,12.9,7,58004,100.8,100,64.9,2.7,1322.8,16.2,6719,387.6,1044.6,1328.9,6.27,1060.25,10.01,1.5,1.5,-0.1,4.4,2.6,2.7,1.9,2.1,164,852,2584,0.58,1.71
